whatever ma
100	0.1096599992364645
200	0.21918000020086764
300	0.3558200001716614
400	0.4557800002396107
500	0.6194399997591973
600	0.7369199998676776
700	0.8464400004595518
800	1.0730999998748303
900	1.135240000113845
1000	1.2841199986636638
1100	1.4105599995702505
1200	1.5625400006771089
1300	1.8703400000929833
1400	1.986140000075102
1500	2.122200000286102
1600	2.283219999819994
1700	2.279679999873042
1800	2.48293999992311
1900	2.635020000487566
2000	2.751200000941753
2100	3.022960000112653
2200	3.1883799992501736
2300	3.3256600007414816
2400	3.691899999603629
2500	3.605420000478625
2600	3.7262200005352497
2700	3.9699000004678964
2800	4.175419999659061
2900	4.3432000007480385
3000	4.435099999606609
3100	4.537000000849366
3200	4.732279999554157
3300	4.796220000088215
3400	4.9218000002205375
3500	5.21402000002563
3600	5.291360000893474
3700	5.396200000494718
3800	5.504520000144839
3900	5.684780000150203
4000	5.80650000050664
4100	6.100899999216199
4200	6.398000000417232
4300	6.4093400001525875
4400	6.688120000436902
4500	6.891099999845028
4600	7.188780000060797
4700	7.026339999213815
4800	7.598800000548363
4900	7.659499999880791
5000	7.718740000203252
