whatever ma
100	0.2879599995911121
200	0.9943600006401538
300	2.2302000001072884
400	4.003379999101162
500	6.443699999153614
600	9.281060000136495
700	12.573699999600649
800	16.512499999627472
900	21.024300000071527
1000	25.821400001272558
1100	31.317780001461507
1200	37.20008000023663
1300	43.58430000022054
1400	50.59413999952376
1500	58.04308000057936
1600	66.00902000069618
1700	74.75951999947429
1800	90.37274000048637
1900	93.47310000024736
2000	104.14301999956369
2100	119.84096000045538
2200	126.14845999963582
2300	136.07519999966024
2400	150.68668000027537
2500	163.41010000035166
2600	175.08539999984205
2700	191.07390000000595
2800	200.9826199993491
2900	225.54691999964416
3000	233.34922000057995
3100	251.06630000025035
3200	269.4204399995506
3300	289.08610000014306
3400	301.574319999665
3500	320.51464000009
3600	337.03647999987004
3700	353.40394000001254
3800	372.4927600007504
3900	395.0064399987459
4000	418.29517999999223
4100	435.6415199998766
4200	462.4272600002587
4300	482.46199999935925
4400	496.5675400003791
4500	519.1651999998837
4600	542.0944600008428
4700	566.0197399996221
4800	589.8049200002104
4900	615.5139200001955
5000	640.307120000571
