whatever ma
100	0.11724000014364719
200	0.24182000011205673
300	0.3777199998497963
400	0.6109199997037649
500	0.7520600005984306
600	0.8612399995326996
700	1.0777400001883506
800	1.29054000005126
900	1.4916799992322922
1000	1.5640600003302096
1100	1.7000399995595217
1200	2.0398799989372494
1300	2.1571199998259543
1400	2.474760000407696
1500	2.5615199994295836
1600	2.914299999922514
1700	2.8324799999594688
1800	3.267919999733567
1900	3.4377799995243548
2000	3.4129800003021957
2100	3.8423199996352198
2200	3.796279999986291
2300	3.949039999768138
2400	4.297419999912381
2500	4.468439999595285
2600	4.800319999083877
2700	5.228939999639988
2800	5.282200001180172
2900	5.618180000036955
3000	5.388520000502467
3100	5.633080000802875
3200	6.327940000221133
3300	6.345779998973012
3400	6.855059999972582
3500	6.484679999947548
3600	6.78745999969542
3700	6.7879599999636415
3800	7.120340000465513
3900	7.710879999026656
4000	7.731820000708103
4100	8.059239999577404
4200	7.778540000319481
4300	8.534779999777674
4400	8.42694000005722
4500	8.963160000368953
4600	8.953560000285506
4700	9.312700000032782
4800	9.135800000280142
4900	10.099299999698996
5000	9.888999999687076
